titulos,atencion_top10,catalogo_invisible_pct,catalogo_invisible_n,satisfaccion_mediana,satisfaccion_n,atencion_mediana,gini_atencion
30000,47.54694136873008,10.673333333333334,3202,6.7,26798,23.048,0.5766631078504676
